MAKE,year,Mileage,engine cc,selling_price
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
RENAULT,2016,25.17,799,300000
NISSAN,2014,19.01,1461,540000
MARUTI,2018,23.1,998,580000
HYUNDAI,2015,19.67,1582,1000000
TATA,2017,22.95,1248,459999
MARUTI,2015,25.2,1248,635000
HYUNDAI,2014,22.32,1582,650000
MARUTI,2013,23.4,1248,525000
FIAT,2015,15.8,1172,350000
MARUTI,2008,19.3,1248,320000
TOYOTA,2006,12.8,2494,450000
VOLKSWAGEN,2011,15.04,1598,227000
MAHINDRA,2011,13.6,2523,325000
DATSUN,2018,23,999,275000
HYUNDAI,2013,18.9,1197,300000
MAHINDRA,2011,12.05,2179,400000
VOLKSWAGEN,2015,20.34,1498,550000
MARUTI,2016,20.4,1197,550000
SKODA,2017,21.66,1498,900000
MARUTI,2010,19.7,796,165000
HYUNDAI,2014,21.1,814,210000
RENAULT,2016,19.64,1461,650000
MAHINDRA,2014,15.1,2179,680000
RENAULT,2019,23.01,999,390000
RENAULT,2016,25.17,799,260000
MARUTI,2013,19.1,1197,450000
HYUNDAI,2008,19.81,1086,130000
MARUTI,2019,24.3,1248,890000
VOLVO,2019,18,1969,3800000
VOLKSWAGEN,2010,14,1595,225000
TOYOTA,2018,15.04,2755,3200000
TATA,2010,21.12,1248,210000
TOYOTA,2014,11,2982,3500000
HONDA,2014,25.1,1498,750000
CHEVROLET,2011,12.2,2499,350000
HONDA,2019,16.5,1799,2000000
HYUNDAI,2017,20.3,998,270000
MARUTI,2017,17.5,1373,700000
MARUTI,2010,19.7,796,130000
MARUTI,2015,20.77,1248,650000
MARUTI,2005,19.7,796,55000
MARUTI,2017,20.51,998,475000
NISSAN,2013,21.64,1461,325000
HONDA,2017,19,1199,615000
HYUNDAI,2015,18.9,1197,390000
MARUTI,2019,22,1197,650000
MARUTI,2015,20.4,1197,440000
HONDA,2014,26,1498,600000
CHEVROLET,2012,16.2,995,170000
MAHINDRA,2013,15.96,2523,499000
HYUNDAI,2012,22.54,1396,525000
NISSAN,2015,20.45,1461,580000
CHEVROLET,2016,18.2,1248,420000
TOYOTA,2015,12.99,2494,1300000
HYUNDAI,2016,23.9,1582,800000
MARUTI,2020,21.21,1197,600000
HONDA,2017,18.5,1198,400000
MARUTI,2017,26.59,1248,700000
MARUTI,2017,27.39,1248,800000
HONDA,2015,27.3,1498,600000
MARUTI,2016,25.2,1248,580000
RENAULT,2016,25.17,799,350000
FORD,2011,20,1399,204999
MAHINDRA,2017,16,2179,1350000
HYUNDAI,2009,23,1396,310000
TOYOTA,2011,12.8,2494,700000
FORD,2016,25.83,1498,459999
MARUTI,2017,28.09,1248,860000
RENAULT,2016,25.17,799,390000
TATA,2018,17.6,2179,1525000
MARUTI,2005,19.7,796,110000
MARUTI,2017,23.1,998,484999
BMW,2018,17.09,2993,5830000
MARUTI,2012,19.7,796,185000
HYUNDAI,2018,24.4,1120,665000
HYUNDAI,2019,18.6,1197,721000
MAHINDRA,2016,25.32,1198,390000
TATA,2011,18.8,1248,190000
MAHINDRA,2019,16.55,2498,975000
DATSUN,2016,19.02,1198,275000
MARUTI,2016,24.7,796,315000
HYUNDAI,2019,18.6,1197,685000
MARUTI,2019,21.21,1197,595000
FORD,2018,23,1498,900000
MARUTI,2018,25.47,1248,950000
MARUTI,2016,24.7,796,275000
HYUNDAI,2017,18.6,1197,570000
HYUNDAI,2018,18.6,1197,700000
MARUTI,2018,24.3,1248,910000
MARUTI,2018,26.59,1248,751000
HYUNDAI,2014,21.1,814,225000
TATA,2009,17,1405,135000
MARUTI,2017,25.47,1248,825000
TOYOTA,2015,12.55,2982,1650000
MARUTI,2018,24.3,1248,875000
MARUTI,2016,28.09,1248,650000
JEEP,2019,16,1368,1450000
HYUNDAI,2017,20.5,1582,975000
MARUTI,2019,24.52,1248,925000
MARUTI,2016,20.77,1248,725000
MARUTI,2013,20.77,1248,550000
HYUNDAI,2014,22.54,1396,550000
TOYOTA,2013,12.8,2494,750000
HONDA,2013,17,1497,475000
DATSUN,2017,19.02,1198,325000
MARUTI,2017,25.47,1248,725000
MARUTI,2018,16.02,1373,775000
MARUTI,2017,23.4,1248,625000
MARUTI,2014,22.9,1248,470000
TOYOTA,2017,13.68,2393,1750000
TOYOTA,2016,13.68,2393,1650000
HYUNDAI,2018,21.38,1396,1050000
MARUTI,2013,22.9,1248,380000
MARUTI,2017,26.59,1248,650000
HYUNDAI,2016,21.1,814,275000
HONDA,2009,13.5,1799,220000
HYUNDAI,2008,19.81,1086,200000
MARUTI,2015,15.37,1196,315000
MARUTI,2004,19.7,796,90000
MARUTI,2007,18.9,1061,120000
MARUTI,2006,18.9,998,90000
MAHINDRA,2018,16,2179,1500000
HYUNDAI,2015,24,1120,370000
MARUTI,2016,25.2,1248,595000
MAHINDRA,2007,19.2,1461,150000
MARUTI,2012,19.3,1248,400000
MARUTI,2016,23.95,998,310000
MARUTI,2018,23.1,998,385000
MAHINDRA,2014,15.1,2179,750000
HYUNDAI,2019,20.3,1086,521000
TATA,2010,21.12,1248,180000
FORD,2011,17.8,1399,220000
MARUTI,1998,16.1,796,40000
HYUNDAI,2018,18.9,1197,540000
MARUTI,2007,19.7,796,140000
MARUTI,2003,17.3,993,200000
FORD,2015,22.77,1498,650000
FORD,2010,17.8,1399,229999
MARUTI,2010,17.8,1248,305000
MAHINDRA,2018,16,1997,1400000
FORD,2008,17.8,1399,200000
FORD,2008,17.8,1399,200000
MAHINDRA,2010,14,2489,465000
NISSAN,2011,23.08,1461,210000
MAHINDRA,2016,15.96,2523,570000
MARUTI,2015,16.02,1373,570000
MARUTI,2015,16.02,1373,650000
MARUTI,2016,20.85,1197,620000
MARUTI,2012,18.9,998,250000
BMW,2011,17.05,1995,1000000
FIAT,2013,20.3,1248,300000
FORD,2018,23,1498,810000
CHEVROLET,2011,18.3,1991,270000
MARUTI,2015,26.59,1248,470000
TATA,2017,20.65,1248,400000
MARUTI,2014,20.51,998,300000
MARUTI,2015,22.74,796,170000
RENAULT,2014,19.01,1461,455999
MAHINDRA,2009,13,2489,121000
MARUTI,2016,24.3,1248,650000
TATA,2017,17.57,1193,350000
CHEVROLET,2013,25.44,936,125000
MARUTI,2005,19.7,796,80000
HONDA,2008,17.7,1497,250000
VOLKSWAGEN,2011,20.54,1598,225000
MAHINDRA,2007,13.6,2523,215000
HYUNDAI,2017,25.4,1186,450000
HYUNDAI,2017,20.14,1197,509999
MARUTI,2015,22.74,796,245000
MAHINDRA,2018,23.5,909,400000
MARUTI,2016,23.65,1248,620000
MARUTI,2017,23.65,1248,650000
TATA,2019,17,1956,1700000
DATSUN,2019,19.72,1198,590000
MARUTI,2014,23.2,1248,370000
MARUTI,2013,18.6,1197,350000
MARUTI,2017,21.4,1197,580000
HYUNDAI,2018,18.9,1197,450000
HYUNDAI,2017,17.19,1197,600000
FORD,2016,12.62,2198,2400000
HYUNDAI,2017,18.6,1197,450000
TATA,2009,19.09,1396,150000
MARUTI,2019,15.37,1196,400000
MARUTI,2013,22.74,796,185000
MARUTI,2018,22,1197,625000
HYUNDAI,2019,17.19,1197,700000
MARUTI,2017,20.51,998,390000
TATA,2018,17,1198,625000
MARUTI,2014,19.1,1197,400000
HYUNDAI,2011,23,1396,380000
TOYOTA,2009,14.53,1794,400000
TATA,2019,17.57,1193,620000
FORD,2008,17.8,1399,190000
MARUTI,2013,22.74,796,210000
MARUTI,2012,23.2,1248,270000
MARUTI,1999,17.3,993,45000
HYUNDAI,2014,21.1,814,220000
MAHINDRA,2014,15.96,2523,550000
HYUNDAI,2013,18.5,1197,370000
MAHINDRA,2015,14.95,2489,650000
HONDA,2012,16.8,1497,550000
FORD,2010,17.8,1399,225000
MARUTI,2004,16.1,796,40000
HYUNDAI,2016,21.1,814,280000
FORD,2017,17.01,1499,570000
MARUTI,2017,24.7,796,290000
HYUNDAI,2018,21.19,1396,720000
FORD,2017,22.77,1498,800000
HYUNDAI,2012,19.81,1086,265000
MARUTI,2010,19.7,796,135000
FORD,2016,25.83,1498,350000
CHEVROLET,2016,18.2,1248,490000
HYUNDAI,2012,22.32,1582,450000
MAHINDRA,2016,15.4,1997,950000
MARUTI,2012,17.5,1298,355000
HYUNDAI,2019,18.6,1197,700000
MAHINDRA,2012,12.05,2179,459999
VOLKSWAGEN,2012,22.07,1199,350000
MARUTI,2006,19.7,796,85000
MARUTI,2016,22.74,796,290000
HONDA,2019,25.5,1498,1000000
TATA,2008,16.84,1193,85000
MARUTI,2003,19.7,796,65000
HONDA,2005,13,1493,75000
SKODA,2003,18.7,1896,100000
TATA,2009,17,1405,170000
HYUNDAI,2017,18.9,1197,525000
MARUTI,2020,21.79,998,265000
TATA,2018,20.3,1199,459999
MARUTI,2017,23.95,998,250000
MARUTI,2013,23.4,1248,395000
HYUNDAI,2014,18.9,1197,375000
TATA,2009,17,1405,120000
MARUTI,2011,21.1,1248,290000
TATA,2017,23.84,1199,409999
CHEVROLET,2009,16.5,995,200000
SKODA,2018,21.13,1498,900000
MARUTI,2003,16.1,796,50000
RENAULT,2012,19.01,1461,450000
MAHINDRA,2012,15.1,2179,650000
VOLKSWAGEN,2014,20.14,1498,300000
FORD,2014,25.01,1498,425000
MARUTI,1998,17.3,993,55000
HYUNDAI,2011,20.36,1197,200000
MAHINDRA,2015,16,2179,975000
MAHINDRA,2013,15.96,2523,450000
MAHINDRA,2014,15.96,2523,600000
MAHINDRA,2014,15.96,2523,550000
TATA,2011,18,1248,180000
MAHINDRA,2010,14,2498,300000
TATA,2016,17.57,1193,350000
MARUTI,2014,23.4,1248,465000
TATA,2010,21.12,1248,200000
CHEVROLET,2014,18.2,1248,350000
HONDA,2015,17.4,1497,650000
HYUNDAI,2010,20.36,1197,150000
HONDA,2014,26,1498,560000
HYUNDAI,2015,21.19,1396,625000
FORD,2012,20,1399,220000
FORD,2013,20,1399,250000
TATA,2018,20.65,1248,575000
MAHINDRA,2015,15.1,2179,1050000
JAGUAR,2015,16.36,2179,3000000
TATA,2012,11.57,2179,200000
MARUTI,2016,22.74,796,262000
HYUNDAI,2018,21.1,814,299000
MARUTI,2015,22.74,796,250000
HYUNDAI,2011,17.92,1086,140000
MARUTI,2013,23.4,1248,360000
DATSUN,2015,20.63,1198,210000
HYUNDAI,2017,22.54,1396,600000
SKODA,2011,19.5,1199,210000
VOLKSWAGEN,2011,20.54,1598,300000
HYUNDAI,2016,18.9,1197,450000
FORD,2018,10.91,3198,3200000
HYUNDAI,2019,18.9,1197,550000
TATA,2011,18,1248,100000
HYUNDAI,2012,21.1,814,185000
MARUTI,2006,17.3,1061,80000
MARUTI,2017,24.7,796,295000
RENAULT,2017,23.01,999,360000
MARUTI,2014,20.92,998,210000
HYUNDAI,2019,17.4,1197,585000
VOLKSWAGEN,2016,20.14,1498,560000
HONDA,2015,26,1498,600000
DATSUN,2017,20.63,1198,330000
HYUNDAI,2019,17,1591,990000
TOYOTA,2012,23.59,1364,300000
TATA,2018,17,1198,650000
HYUNDAI,2019,17.4,1197,695000
HYUNDAI,2014,24,1120,300000
MARUTI,2015,22.74,796,270000
TATA,2010,11.57,2179,185000
CHEVROLET,2013,22.1,1248,200000
TATA,2018,21.5,1497,860000
TATA,2018,23.84,1199,400000
MARUTI,2013,23.2,1248,240000
MARUTI,2015,26.59,1248,570000
FORD,2018,23,1498,850000
FORD,2011,20,1399,155000
HYUNDAI,2011,23,1396,270000
MARUTI,2015,20.73,1373,610000
HYUNDAI,2015,19.67,1582,1000000
MAHINDRA,2012,12.05,2179,450000
HYUNDAI,2018,25.4,1186,500000
HONDA,2018,27.4,1498,700000
MARUTI,2007,19.7,796,135000
MAHINDRA,2012,12.05,2179,430000
HYUNDAI,2014,22.32,1582,625000
NISSAN,2011,16.95,1498,280000
MAHINDRA,2015,15.4,1997,800000
MARUTI,2012,23.2,1248,220000
MARUTI,2017,20.89,1197,620000
TATA,2011,13.93,2179,300000
MARUTI,2010,19.7,796,180000
VOLKSWAGEN,2013,22.07,1199,250000
MARUTI,2017,20.85,1197,480000
FORD,2019,17,1497,885000
MAHINDRA,2020,25.32,1198,550000
MARUTI,2018,28.4,1248,800000
HYUNDAI,2013,17.92,1086,180000
HYUNDAI,2012,21.9,1396,380000
TATA,2019,24,1199,520000
MARUTI,2004,19.7,796,90000
MARUTI,2016,20.51,998,330000
MARUTI,1999,16.1,796,40000
CHEVROLET,2015,18.2,1248,370000
HONDA,2009,16.8,1497,290000
HYUNDAI,2013,21.1,814,215000
TATA,2017,17.6,2179,1282000
TOYOTA,2012,12.8,2494,610000
HYUNDAI,2013,21.27,1396,380000
MAHINDRA,2017,15.4,1997,1250000
HYUNDAI,2012,22.32,1582,400000
HYUNDAI,2018,17.4,1197,700000
RENAULT,2014,19.01,1461,650000
TATA,2014,25.4,624,95000
MAHINDRA,2015,16,2179,1147000
HYUNDAI,2010,0,1086,150000
MARUTI,2008,19.7,796,120000
FORD,2010,17.8,1399,180000
FORD,2013,18.6,1388,325000
FORD,2015,22.77,1498,550000
FORD,2018,22.77,1498,950000
FORD,2014,22.7,1498,500000
FORD,2017,26.1,1498,725000
FORD,2015,18.5,1194,500000
MAHINDRA,2011,21,1461,180000
HYUNDAI,2016,22.54,1396,650000
MARUTI,2010,17.8,1248,285000
MAHINDRA,2011,21,1461,210000
FORD,2012,17.8,1399,200000
VOLKSWAGEN,2011,20.54,1598,295000
HONDA,2007,17.7,1497,160000
MARUTI,2017,23.1,998,450000
DATSUN,2016,20.62,1198,385000
FORD,2011,18.6,1388,350000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MARUTI,2019,28.4,1248,558000
HYUNDAI,2010,17.92,1086,165000
HYUNDAI,2012,21.9,1396,300000
HYUNDAI,2019,20.3,1086,500000
MAHINDRA,2012,15.1,2179,900000
BMW,2008,11,2993,830000
SKODA,2014,21.14,1498,640000
MAHINDRA,2015,15.4,2179,900000
CHEVROLET,2013,18.2,1248,450000
MARUTI,2018,28.09,1248,825000
TATA,2013,13.7,2179,500000
MAHINDRA,2017,18.15,1198,325000
RENAULT,2014,19.01,1461,450000
HONDA,2017,17.5,1199,675000
TATA,2017,17.57,1193,415000
HYUNDAI,2017,21.38,1396,1100000
VOLKSWAGEN,2016,17,1198,500000
MAHINDRA,2014,15.96,2523,509999
MAHINDRA,2007,10.5,2609,200000
MARUTI,2007,16.1,796,60000
HYUNDAI,2013,22.32,1582,500000
TATA,2009,17.2,1396,45000
RENAULT,2017,25.17,799,270000
HYUNDAI,2017,17.19,1197,550000
RENAULT,2016,23.01,999,235000
HYUNDAI,2018,18.6,1197,600000
HONDA,2015,27.3,1498,525000
MARUTI,2012,22.9,1248,325000
MARUTI,2014,23.4,1248,420000
MARUTI,2014,20.92,998,229999
MARUTI,2013,23.4,1248,375000
MAHINDRA,2012,12.05,2179,750000
TATA,2018,23.84,1199,400000
MAHINDRA,2013,15.1,2179,600000
HYUNDAI,2008,17.8,1086,110000
MARUTI,2007,16.1,796,45000
MAHINDRA,2019,0,2523,722000
TATA,2020,23.84,1199,500000
HYUNDAI,2007,18.1,1493,250000
SKODA,2018,21.13,1498,950000
NISSAN,2013,21.64,1461,375000
MARUTI,2018,28.4,1248,780000
HYUNDAI,2018,20.3,1086,575000
HYUNDAI,2017,18.6,1197,563000
TATA,2017,23.84,1199,450000
TOYOTA,2020,13.68,2393,2300000
MARUTI,1999,16.1,796,80000
HYUNDAI,2010,23,1396,320000
HONDA,2008,13.5,1799,375000
MARUTI,2017,15.37,1196,400000
MAHINDRA,2011,14,2498,600000
RENAULT,2016,23.01,999,315000
BMW,2012,16.07,1995,1100000
MARUTI,2010,19.3,1248,350000
MARUTI,2016,15.37,1196,375000
TOYOTA,2013,12.99,2494,1050000
MARUTI,2015,23.1,998,350000
MARUTI,2010,18.9,1061,120000
MAHINDRA,2015,16,2179,819999
HYUNDAI,2018,18.6,1197,700000
MARUTI,2018,23.1,998,451999
HYUNDAI,2016,18.9,1197,500000
TOYOTA,2015,12.99,2494,1250000
MAHINDRA,2015,18.49,1493,500000
MARUTI,2015,25.2,1248,490000
MARUTI,2008,19.3,1248,200000
MARUTI,2012,18.9,998,240000
HYUNDAI,2018,18.6,1197,655000
HYUNDAI,2018,17.19,1197,620000
MARUTI,2015,20.4,1197,450000
MARUTI,2014,20.51,998,310000
MARUTI,2007,19.7,796,150000
CHEVROLET,2012,25.44,936,180000
TATA,2011,19.4,1405,150000
FORD,2011,20,1399,160000
MAHINDRA,2013,14,2523,600000
SKODA,2012,20.5,1598,380000
TATA,2007,17,1405,120000
TOYOTA,2011,12.99,2494,350000
TATA,2012,19.61,1405,135000
HYUNDAI,2018,18.9,1197,610000
VOLKSWAGEN,2020,20.14,1498,260000
HYUNDAI,2017,20.14,1197,500000
RENAULT,2016,23.01,999,220000
HONDA,2006,13.5,1799,121000
TATA,2017,25,1396,350000
AUDI,2018,15.17,1968,2200000
HYUNDAI,2011,23,1396,280000
TATA,2020,17,1198,919999
HYUNDAI,2011,23,1396,320000
FORD,2012,20,1399,140000
MARUTI,2012,21.5,1248,310000
MARUTI,2006,16.1,796,65000
CHEVROLET,2013,18.2,1248,300000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MAHINDRA,2011,15.1,2179,575000
TATA,2014,13.49,2179,440000
MARUTI,2012,22.9,1248,380000
TATA,2010,15,1368,140000
TATA,2015,22.95,1248,475000
MAHINDRA,2011,13,2489,200000
MARUTI,2010,17.8,1248,400000
TOYOTA,2008,12.8,2494,425000
HONDA,2015,25.8,1498,509999
HYUNDAI,2010,19.81,1086,275000
CHEVROLET,2017,18.2,1248,650000
JEEP,2019,17.1,1956,1850000
RENAULT,2014,19.72,1461,650000
FIAT,2016,20.5,1248,360000
VOLKSWAGEN,2018,21.73,1498,650000
LANDROVE,2013,12.7,2179,2000000
CHEVROLET,2017,18.2,1248,675000
MARUTI,2006,16.1,796,50000
MARUTI,2017,20.52,1197,445000
HYUNDAI,2018,22.54,1396,750000
MARUTI,2012,22.9,1248,425000
HYUNDAI,2017,22.54,1396,850000
MARUTI,2016,20.51,998,400000
TATA,2014,25,1396,200000
HONDA,2016,25.8,1498,550000
HONDA,2012,19.4,1198,250000
MARUTI,2014,22.74,796,206000
HYUNDAI,2014,21.1,814,290000
TATA,2010,26,624,45000
MAHINDRA,2019,20,1497,1200000
NISSAN,2012,21.64,1461,220000
MERCEDES,2008,14.84,2143,515000
MARUTI,2010,19.7,796,170000
MARUTI,2010,17.8,1248,260000
VOLKSWAGEN,2012,20.54,1598,315000
MARUTI,2011,20.92,998,225000
VOLKSWAGEN,2012,19.33,1968,420000
MAHINDRA,2011,12.05,2179,525000
MARUTI,2018,28.4,1248,670000
NISSAN,2012,21.64,1461,220000
FORD,2013,20,1399,250000
MARUTI,2009,19.3,1248,229999
MARUTI,2009,19.3,1248,229999
HONDA,2013,18,1198,300000
MARUTI,2010,19,998,165000
TATA,2010,13.93,2179,295000
HYUNDAI,2011,22.32,1582,360000
HYUNDAI,2011,22.32,1582,380000
RENAULT,2017,23.01,999,300000
MAHINDRA,2008,12.7,2609,320000
DATSUN,2016,19.44,1198,325000
TATA,2010,21.12,1248,160000
MAHINDRA,2018,16.5,1493,630000
MARUTI,2020,21.21,1197,600000
MARUTI,2014,22.74,796,229999
MARUTI,2014,22.9,1248,440000
CHEVROLET,2007,18,995,90000
MARUTI,2017,28.09,1248,750000
HONDA,2012,16.8,1497,330000
MARUTI,2016,28.09,1248,715000
SKODA,2013,20.86,1199,250000
MARUTI,2007,18.2,1061,120000
FORD,2004,14.2,1597,100000
SKODA,2017,21.72,1498,850000
HYUNDAI,2018,25.4,1186,450000
VOLKSWAGEN,2012,22.07,1199,240000
MARUTI,2015,26.59,1248,600000
CHEVROLET,2016,18.2,1248,280000
HYUNDAI,2012,22.32,1582,465000
MARUTI,2018,24.7,796,350000
HYUNDAI,2013,20.36,1197,325000
TATA,2004,16.8,1405,50000
MARUTI,2006,19.7,796,110000
TATA,2013,23.03,1396,220000
MAHINDRA,2015,15.96,2523,515000
MARUTI,2018,20.73,1373,750000
HYUNDAI,2018,21.1,814,350000
HYUNDAI,2019,18.9,1197,488999
MARUTI,2017,24.7,796,300000
MARUTI,2017,27.39,1248,650000
MARUTI,2014,19,998,250000
MARUTI,2014,22.74,796,200000
MAHINDRA,2015,15.4,2179,950000
TATA,2012,23.03,1396,200000
HYUNDAI,2016,20.3,998,276000
HYUNDAI,2014,21.1,814,250000
MARUTI,2008,19.7,796,95000
TATA,2011,23.57,1396,200000
HYUNDAI,2012,22.32,1582,450000
MAHINDRA,2013,15.1,2179,900000
TATA,2010,19.09,1396,200000
HYUNDAI,2010,20.36,1197,200000
MAHINDRA,2011,15.96,2523,370000
TATA,2008,15.2,1193,250000
RENAULT,2016,25.17,799,290000
MARUTI,2018,24.52,1248,900000
FORD,2013,20,1399,325000
HYUNDAI,2016,18.9,1197,425000
RENAULT,2016,25.17,799,315000
MARUTI,2014,23.95,998,300000
HYUNDAI,2013,20.36,1197,325000
HYUNDAI,2016,21.38,1396,900000
HYUNDAI,2016,21.38,1396,950000
VOLKSWAGEN,2010,20.54,1598,320000
VOLKSWAGEN,2019,19.44,999,500000
FORD,2012,15.6,1196,290000
TATA,2012,25.4,624,60000
MARUTI,2009,19,998,120000
HONDA,2017,25.6,1498,850000
TOYOTA,2017,13.68,2393,1750000
HONDA,2015,26,1498,600000
VOLKSWAGEN,2015,20.14,1498,620000
MARUTI,2009,19.7,796,150000
HYUNDAI,2011,0,1086,150000
TATA,2008,12.85,1396,135000
TATA,2011,17,1405,200000
MARUTI,2015,26.21,1248,730000
TOYOTA,2013,12.99,2494,800000
MAHINDRA,2009,14,2498,300000
FORD,2012,20,1399,190000
HONDA,2011,15.5,1799,350000
HYUNDAI,2015,24.4,1120,509999
MARUTI,2012,20.77,1248,400000
TOYOTA,2013,12.99,2494,800000
TATA,2013,21.02,1248,250000
HYUNDAI,2016,19.67,1582,930000
MARUTI,2016,24.3,1248,720000
FORD,2011,15.6,1196,225000
FORD,2019,23,1498,950000
HYUNDAI,2018,17.19,1197,530000
HYUNDAI,2016,18.6,1197,470000
MAHINDRA,2017,15.96,2523,650000
TATA,2014,14,2179,540000
MARUTI,2015,25.2,1248,459999
RENAULT,2019,25.17,799,325000
MARUTI,2016,16.8,796,240000
MAHINDRA,2017,18.15,1198,400000
MARUTI,2004,19.7,796,70000
MARUTI,2009,17.5,1298,250000
TOYOTA,2014,12.99,2494,910000
MARUTI,2018,28.4,1248,720000
MARUTI,2015,26.59,1248,590000
CHEVROLET,2015,13.58,2499,434000
MAHINDRA,2006,13.6,2523,145000
MAHINDRA,2018,18.15,1198,445000
FORD,2018,25.83,1498,372000
MARUTI,2005,18.9,998,65000
FORD,2015,20,1399,300000
MAHINDRA,2003,12.7,2609,125000
TATA,2017,20.3,1199,520000
MARUTI,2014,22.74,796,190000
DATSUN,2018,22.5,999,310000
TOYOTA,2012,12.8,2494,750000
MAHINDRA,2016,18.49,1493,750000
MARUTI,2019,23.95,998,350000
MARUTI,2020,22.05,796,360000
RENAULT,2017,25.17,799,285000
MARUTI,2013,22.74,796,160000
DATSUN,2015,19.44,1198,229999
MARUTI,2007,19.7,796,85000
DATSUN,2018,22.5,999,300000
MAHINDRA,2014,12.05,2179,675000
MAHINDRA,2014,12.05,2179,700000
MAHINDRA,2008,12.7,2609,400000
RENAULT,2016,25.17,799,254999
MAHINDRA,2015,15.4,2179,1050000
MARUTI,2013,23.4,1248,390000
TOYOTA,2015,23.59,1364,450000
TOYOTA,2016,11.36,2755,1630000
MARUTI,2017,24.3,1248,725000
TATA,2013,14,2179,466000
FORD,2017,18.16,1196,370000
MARUTI,2007,18.2,1061,150000
MARUTI,2017,23.1,998,483000
HYUNDAI,2016,18.9,1197,470000
MARUTI,2018,24.3,1248,950000
HYUNDAI,2013,17.01,1591,450000
TOYOTA,2011,17.6,1496,345000
MARUTI,2009,19,998,300000
MARUTI,2007,18.2,998,160000
MARUTI,2004,16.1,796,120000
TATA,2020,17.57,1193,500000
MAHINDRA,2018,16,2179,1350000
HYUNDAI,2017,24,1186,455000
HYUNDAI,2013,21.1,814,165000
MARUTI,2016,20.4,1197,470000
MARUTI,2016,20.4,1197,470000
JEEP,2019,16,1368,1520000
MARUTI,2014,23.95,998,229999
MAHINDRA,2011,15.96,2523,250000
MAHINDRA,2016,16,2179,1350000
HYUNDAI,2013,17.92,1086,220000
HYUNDAI,2015,24.4,1120,360000
MARUTI,2018,23.95,998,350000
HYUNDAI,2012,22.32,1582,500000
CHEVROLET,2013,25.44,936,145000
CHEVROLET,2014,18.2,1199,300000
HYUNDAI,2009,13.2,1495,180000
MARUTI,2013,23.4,1248,530000
RENAULT,2014,19.01,1461,620000
TOYOTA,2015,16.78,1496,360000
HYUNDAI,2010,17.92,1086,245000
FORD,2003,14.2,1597,130000
MARUTI,1999,15.9,1298,70000
MARUTI,1999,15.9,1298,70000
FORD,2014,25.01,1498,650000
MARUTI,2019,21.21,1197,610000
MARUTI,2015,23.95,998,300000
HYUNDAI,2014,24,1120,425000
HYUNDAI,2012,22.32,1582,450000
HYUNDAI,2011,22.32,1582,450000
HYUNDAI,2011,16.95,1197,340000
MARUTI,2013,20.77,1248,650000
TATA,2009,19.09,1396,160000
TATA,2014,19.1,1405,250000
CHEVROLET,2012,25.44,936,225000
TATA,2007,17.88,1396,55000
