MAKE,year,selling_price,engine cc,Mileage
HYUNDAI,2019,700000,1197,18.6
MAHINDRA ,2012,459999,2179,12.05
VOLKSWAGEN,2012,350000,1199,22.07
MARUTI ,2006,85000,796,19.7
MARUTI ,2016,290000,796,22.74
HONDA ,2019,1000000,1498,25.5
TATA,2008,85000,1193,16.84
MARUTI ,2003,65000,796,19.7
HONDA ,2005,75000,1493,13
SKODA ,2003,100000,1896,18.7
TATA,2009,170000,1405,17
HYUNDAI,2017,525000,1197,18.9
MARUTI ,2020,265000,998,21.79
TATA,2018,459999,1199,20.3
MARUTI ,2017,250000,998,23.95
MARUTI ,2013,395000,1248,23.4
HYUNDAI,2014,375000,1197,18.9
TATA,2009,120000,1405,17
MARUTI ,2011,290000,1248,21.1
TATA,2017,409999,1199,23.84
CHEVROLET ,2009,200000,995,16.5
SKODA ,2018,900000,1498,21.13
MARUTI ,2003,50000,796,16.1
RENAULT ,2012,450000,1461,19.01
MAHINDRA ,2012,650000,2179,15.1
VOLKSWAGEN,2014,300000,1498,20.14
FORD,2014,425000,1498,25.01
MARUTI ,1998,55000,993,17.3
HYUNDAI,2011,200000,1197,20.36
MAHINDRA ,2015,975000,2179,16
MAHINDRA ,2013,450000,2523,15.96
MAHINDRA ,2014,600000,2523,15.96
MAHINDRA ,2014,550000,2523,15.96
TATA,2011,180000,1248,18
MAHINDRA ,2010,300000,2498,14
TATA,2016,350000,1193,17.57
MARUTI ,2014,465000,1248,23.4
TATA,2010,200000,1248,21.12
CHEVROLET ,2014,350000,1248,18.2
HONDA ,2015,650000,1497,17.4
HYUNDAI,2010,150000,1197,20.36
HONDA ,2014,560000,1498,26
HYUNDAI,2015,625000,1396,21.19
FORD,2012,220000,1399,20
FORD,2013,250000,1399,20
TATA,2018,575000,1248,20.65
MAHINDRA ,2015,1050000,2179,15.1
JAGUAR ,2015,3000000,2179,16.36
TATA,2012,200000,2179,11.57
MARUTI ,2016,262000,796,22.74
HYUNDAI,2018,299000,814,21.1
MARUTI ,2015,250000,796,22.74
HYUNDAI,2011,140000,1086,17.92
MARUTI ,2013,360000,1248,23.4
DATSUN ,2015,210000,1198,20.63
HYUNDAI,2017,600000,1396,22.54
SKODA ,2011,210000,1199,19.5
VOLKSWAGEN,2011,300000,1598,20.54
HYUNDAI,2016,450000,1197,18.9
FORD,2018,3200000,3198,10.91
HYUNDAI,2019,550000,1197,18.9
TATA,2011,100000,1248,18
HYUNDAI,2012,185000,814,21.1
MARUTI ,2006,80000,1061,17.3
MARUTI ,2017,295000,796,24.7
RENAULT ,2017,360000,999,23.01
MARUTI ,2014,210000,998,20.92
HYUNDAI,2019,585000,1197,17.4
VOLKSWAGEN,2016,560000,1498,20.14
HONDA ,2015,600000,1498,26
DATSUN ,2017,330000,1198,20.63
HYUNDAI,2019,990000,1591,17
TOYOTA ,2012,300000,1364,23.59
TATA,2018,650000,1198,17
HYUNDAI,2019,695000,1197,17.4
HYUNDAI,2014,300000,1120,24
MARUTI ,2015,270000,796,22.74
TATA,2010,185000,2179,11.57
CHEVROLET ,2013,200000,1248,22.1
TATA,2018,860000,1497,21.5
TATA,2018,400000,1199,23.84
MARUTI ,2013,240000,1248,23.2
MARUTI ,2015,570000,1248,26.59
FORD,2018,850000,1498,23
FORD,2011,155000,1399,20
HYUNDAI,2011,270000,1396,23
MARUTI ,2015,610000,1373,20.73
HYUNDAI,2015,1000000,1582,19.67
MAHINDRA ,2012,450000,2179,12.05
HYUNDAI,2018,500000,1186,25.4
HONDA ,2018,700000,1498,27.4
MARUTI ,2007,135000,796,19.7
MAHINDRA ,2012,430000,2179,12.05
HYUNDAI,2014,625000,1582,22.32
NISSAN ,2011,280000,1498,16.95
MAHINDRA ,2015,800000,1997,15.4
MARUTI ,2012,220000,1248,23.2
MARUTI ,2017,620000,1197,20.89
TATA,2011,300000,2179,13.93
MARUTI ,2010,180000,796,19.7
VOLKSWAGEN,2013,250000,1199,22.07
MARUTI ,2017,480000,1197,20.85
FORD,2019,885000,1497,17
MAHINDRA ,2020,550000,1198,25.32
MARUTI ,2018,800000,1248,28.4
HYUNDAI,2013,180000,1086,17.92
HYUNDAI,2012,380000,1396,21.9
TATA,2019,520000,1199,24
MARUTI ,2004,90000,796,19.7
MARUTI ,2016,330000,998,20.51
MARUTI ,1999,40000,796,16.1
CHEVROLET ,2015,370000,1248,18.2
HONDA ,2009,290000,1497,16.8
HYUNDAI,2013,215000,814,21.1
TATA,2017,1282000,2179,17.6
TOYOTA ,2012,610000,2494,12.8
HYUNDAI,2013,380000,1396,21.27
MAHINDRA ,2017,1250000,1997,15.4
HYUNDAI,2012,400000,1582,22.32
HYUNDAI,2018,700000,1197,17.4
RENAULT ,2014,650000,1461,19.01
TATA,2014,95000,624,25.4
MAHINDRA ,2015,1147000,2179,16
HYUNDAI,2010,150000,1086,0
MARUTI ,2008,120000,796,19.7
FORD,2010,180000,1399,17.8
FORD,2013,325000,1388,18.6
FORD,2015,550000,1498,22.77
FORD,2018,950000,1498,22.77
FORD,2014,500000,1498,22.7
FORD,2017,725000,1498,26.1
FORD,2015,500000,1194,18.5
MAHINDRA ,2011,180000,1461,21
HYUNDAI,2016,650000,1396,22.54
MARUTI ,2010,285000,1248,17.8
MAHINDRA ,2011,210000,1461,21
FORD,2012,200000,1399,17.8
VOLKSWAGEN,2011,295000,1598,20.54
HONDA ,2007,160000,1497,17.7
MARUTI ,2017,450000,998,23.1
DATSUN ,2016,385000,1198,20.62
FORD,2011,350000,1388,18.6
JAGUAR ,2017,2711000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
JAGUAR ,2017,2711000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
MARUTI ,2019,558000,1248,28.4
HYUNDAI,2010,165000,1086,17.92
HYUNDAI,2012,300000,1396,21.9
HYUNDAI,2019,500000,1086,20.3
MAHINDRA ,2012,900000,2179,15.1
BMW ,2008,830000,2993,11
SKODA ,2014,640000,1498,21.14
MAHINDRA ,2015,900000,2179,15.4
CHEVROLET ,2013,450000,1248,18.2
MARUTI ,2018,825000,1248,28.09
TATA,2013,500000,2179,13.7
MAHINDRA ,2017,325000,1198,18.15
RENAULT ,2014,450000,1461,19.01
HONDA ,2017,675000,1199,17.5
TATA,2017,415000,1193,17.57
HYUNDAI,2017,1100000,1396,21.38
VOLKSWAGEN,2016,500000,1198,17
MAHINDRA ,2014,509999,2523,15.96
MAHINDRA ,2007,200000,2609,10.5
MARUTI ,2007,60000,796,16.1
HYUNDAI,2013,500000,1582,22.32
TATA,2009,45000,1396,17.2
RENAULT ,2017,270000,799,25.17
HYUNDAI,2017,550000,1197,17.19
RENAULT ,2016,235000,999,23.01
HYUNDAI,2018,600000,1197,18.6
HONDA ,2015,525000,1498,27.3
MARUTI ,2012,325000,1248,22.9
MARUTI ,2014,420000,1248,23.4
MARUTI ,2014,229999,998,20.92
MARUTI ,2013,375000,1248,23.4
MAHINDRA ,2012,750000,2179,12.05
TATA,2018,400000,1199,23.84
MAHINDRA ,2013,600000,2179,15.1
HYUNDAI,2008,110000,1086,17.8
MARUTI ,2007,45000,796,16.1
MAHINDRA ,2019,722000,2523,0
TATA,2020,500000,1199,23.84
HYUNDAI,2007,250000,1493,18.1
SKODA ,2018,950000,1498,21.13
NISSAN ,2013,375000,1461,21.64
MARUTI ,2018,780000,1248,28.4
HYUNDAI,2018,575000,1086,20.3
HYUNDAI,2017,563000,1197,18.6
TATA,2017,450000,1199,23.84
TOYOTA ,2020,2300000,2393,13.68
MARUTI ,1999,80000,796,16.1
HYUNDAI,2010,320000,1396,23
HONDA ,2008,375000,1799,13.5
MARUTI ,2017,400000,1196,15.37
MAHINDRA ,2011,600000,2498,14
RENAULT ,2016,315000,999,23.01
BMW ,2012,1100000,1995,16.07
MARUTI ,2010,350000,1248,19.3
MARUTI ,2016,375000,1196,15.37
TOYOTA ,2013,1050000,2494,12.99
MARUTI ,2015,350000,998,23.1
MARUTI ,2010,120000,1061,18.9
MAHINDRA ,2015,819999,2179,16
HYUNDAI,2018,700000,1197,18.6
MARUTI ,2018,451999,998,23.1
HYUNDAI,2016,500000,1197,18.9
TOYOTA ,2015,1250000,2494,12.99
MAHINDRA ,2015,500000,1493,18.49
MARUTI ,2015,490000,1248,25.2
MARUTI ,2008,200000,1248,19.3
MARUTI ,2012,240000,998,18.9
HYUNDAI,2018,655000,1197,18.6
HYUNDAI,2018,620000,1197,17.19
MARUTI ,2015,450000,1197,20.4
MARUTI ,2014,310000,998,20.51
MARUTI ,2007,150000,796,19.7
CHEVROLET ,2012,180000,936,25.44
TATA,2011,150000,1405,19.4
FORD,2011,160000,1399,20
MAHINDRA ,2013,600000,2523,14
SKODA ,2012,380000,1598,20.5
TATA,2007,120000,1405,17
TOYOTA ,2011,350000,2494,12.99
TATA,2012,135000,1405,19.61
HYUNDAI,2018,610000,1197,18.9
VOLKSWAGEN,2020,260000,1498,20.14
HYUNDAI,2017,500000,1197,20.14
RENAULT ,2016,220000,999,23.01
HONDA ,2006,121000,1799,13.5
TATA,2017,350000,1396,25
AUDI,2018,2200000,1968,15.17
HYUNDAI,2011,280000,1396,23
TATA,2020,919999,1198,17
HYUNDAI,2011,320000,1396,23
FORD,2012,140000,1399,20
MARUTI ,2012,310000,1248,21.5
MARUTI ,2006,65000,796,16.1
CHEVROLET ,2013,300000,1248,18.2
JAGUAR ,2017,2711000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
MAHINDRA ,2011,575000,2179,15.1
TATA,2014,440000,2179,13.49
MARUTI ,2012,380000,1248,22.9
TATA,2010,140000,1368,15
TATA,2015,475000,1248,22.95
MAHINDRA ,2011,200000,2489,13
MARUTI ,2010,400000,1248,17.8
TOYOTA ,2008,425000,2494,12.8
HONDA ,2015,509999,1498,25.8
HYUNDAI,2010,275000,1086,19.81
CHEVROLET ,2017,650000,1248,18.2
JEEP,2019,1850000,1956,17.1
RENAULT ,2014,650000,1461,19.72
FIAT,2016,360000,1248,20.5
VOLKSWAGEN,2018,650000,1498,21.73
LAND ROVE,2013,2000000,2179,12.7
CHEVROLET ,2017,675000,1248,18.2
MARUTI ,2006,50000,796,16.1
MARUTI ,2017,445000,1197,20.52
HYUNDAI,2018,750000,1396,22.54
MARUTI ,2012,425000,1248,22.9
HYUNDAI,2017,850000,1396,22.54
MARUTI ,2016,400000,998,20.51
TATA,2014,200000,1396,25
HONDA ,2016,550000,1498,25.8
HONDA ,2012,250000,1198,19.4
MARUTI ,2014,206000,796,22.74
HYUNDAI,2014,290000,814,21.1
TATA,2010,45000,624,26
MAHINDRA ,2019,1200000,1497,20
NISSAN ,2012,220000,1461,21.64
MERCEDES,2008,515000,2143,14.84
MARUTI ,2010,170000,796,19.7
MARUTI ,2010,260000,1248,17.8
VOLKSWAGEN,2012,315000,1598,20.54
MARUTI ,2011,225000,998,20.92
VOLKSWAGEN,2012,420000,1968,19.33
MAHINDRA ,2011,525000,2179,12.05
MARUTI ,2018,670000,1248,28.4
NISSAN ,2012,220000,1461,21.64
FORD,2013,250000,1399,20
MARUTI ,2009,229999,1248,19.3
MARUTI ,2009,229999,1248,19.3
HONDA ,2013,300000,1198,18
MARUTI ,2010,165000,998,19
TATA,2010,295000,2179,13.93
HYUNDAI,2011,360000,1582,22.32
HYUNDAI,2011,380000,1582,22.32
RENAULT ,2017,300000,999,23.01
MAHINDRA ,2008,320000,2609,12.7
DATSUN ,2016,325000,1198,19.44
TATA,2010,160000,1248,21.12
MAHINDRA ,2018,630000,1493,16.5
MARUTI ,2020,600000,1197,21.21
MARUTI ,2014,229999,796,22.74
MARUTI ,2014,440000,1248,22.9
CHEVROLET ,2007,90000,995,18
MARUTI ,2017,750000,1248,28.09
HONDA ,2012,330000,1497,16.8
MARUTI ,2016,715000,1248,28.09
SKODA ,2013,250000,1199,20.86
MARUTI ,2007,120000,1061,18.2
FORD,2004,100000,1597,14.2
SKODA ,2017,850000,1498,21.72
HYUNDAI,2018,450000,1186,25.4
VOLKSWAGEN,2012,240000,1199,22.07
MARUTI ,2015,600000,1248,26.59
CHEVROLET ,2016,280000,1248,18.2
HYUNDAI,2012,465000,1582,22.32
MARUTI ,2018,350000,796,24.7
HYUNDAI,2013,325000,1197,20.36
TATA,2004,50000,1405,16.8
MARUTI ,2006,110000,796,19.7
TATA,2013,220000,1396,23.03
MAHINDRA ,2015,515000,2523,15.96
MARUTI ,2018,750000,1373,20.73
HYUNDAI,2018,350000,814,21.1
HYUNDAI,2019,488999,1197,18.9
MARUTI ,2017,300000,796,24.7
MARUTI ,2017,650000,1248,27.39
MARUTI ,2014,250000,998,19
MARUTI ,2014,200000,796,22.74
MAHINDRA ,2015,950000,2179,15.4
TATA,2012,200000,1396,23.03
HYUNDAI,2016,276000,998,20.3
HYUNDAI,2014,250000,814,21.1
MARUTI ,2008,95000,796,19.7
TATA,2011,200000,1396,23.57
HYUNDAI,2012,450000,1582,22.32
MAHINDRA ,2013,900000,2179,15.1
TATA,2010,200000,1396,19.09
HYUNDAI,2010,200000,1197,20.36
MAHINDRA ,2011,370000,2523,15.96
TATA,2008,250000,1193,15.2
RENAULT ,2016,290000,799,25.17
MARUTI ,2018,900000,1248,24.52
FORD,2013,325000,1399,20
HYUNDAI,2016,425000,1197,18.9
RENAULT ,2016,315000,799,25.17
MARUTI ,2014,300000,998,23.95
HYUNDAI,2013,325000,1197,20.36
HYUNDAI,2016,900000,1396,21.38
HYUNDAI,2016,950000,1396,21.38
VOLKSWAGEN,2010,320000,1598,20.54
VOLKSWAGEN,2019,500000,999,19.44
FORD,2012,290000,1196,15.6
TATA,2012,60000,624,25.4
MARUTI ,2009,120000,998,19
HONDA ,2017,850000,1498,25.6
TOYOTA ,2017,1750000,2393,13.68
HONDA ,2015,600000,1498,26
VOLKSWAGEN,2015,620000,1498,20.14
MARUTI ,2009,150000,796,19.7
HYUNDAI,2011,150000,1086,0
TATA,2008,135000,1396,12.85
TATA,2011,200000,1405,17
MARUTI ,2015,730000,1248,26.21
TOYOTA ,2013,800000,2494,12.99
MAHINDRA ,2009,300000,2498,14
FORD,2012,190000,1399,20
HONDA ,2011,350000,1799,15.5
HYUNDAI,2015,509999,1120,24.4
MARUTI ,2012,400000,1248,20.77
TOYOTA ,2013,800000,2494,12.99
TATA,2013,250000,1248,21.02
HYUNDAI,2016,930000,1582,19.67
MARUTI ,2016,720000,1248,24.3
FORD,2011,225000,1196,15.6
FORD,2019,950000,1498,23
HYUNDAI,2018,530000,1197,17.19
HYUNDAI,2016,470000,1197,18.6
MAHINDRA ,2017,650000,2523,15.96
TATA,2014,540000,2179,14
MARUTI ,2015,459999,1248,25.2
RENAULT ,2019,325000,799,25.17
MARUTI ,2016,240000,796,16.8
MAHINDRA ,2017,400000,1198,18.15
MARUTI ,2004,70000,796,19.7
MARUTI ,2009,250000,1298,17.5
TOYOTA ,2014,910000,2494,12.99
MARUTI ,2018,720000,1248,28.4
MARUTI ,2015,590000,1248,26.59
CHEVROLET ,2015,434000,2499,13.58
MAHINDRA ,2006,145000,2523,13.6
MAHINDRA ,2018,445000,1198,18.15
FORD,2018,372000,1498,25.83
MARUTI ,2005,65000,998,18.9
FORD,2015,300000,1399,20
MAHINDRA ,2003,125000,2609,12.7
TATA,2017,520000,1199,20.3
MARUTI ,2014,190000,796,22.74
DATSUN ,2018,310000,999,22.5
TOYOTA ,2012,750000,2494,12.8
MAHINDRA ,2016,750000,1493,18.49
MARUTI ,2019,350000,998,23.95
MARUTI ,2020,360000,796,22.05
RENAULT ,2017,285000,799,25.17
MARUTI ,2013,160000,796,22.74
DATSUN ,2015,229999,1198,19.44
MARUTI ,2007,85000,796,19.7
DATSUN ,2018,300000,999,22.5
MAHINDRA ,2014,675000,2179,12.05
MAHINDRA ,2014,700000,2179,12.05
MAHINDRA ,2008,400000,2609,12.7
RENAULT ,2016,254999,799,25.17
MAHINDRA ,2015,1050000,2179,15.4
MARUTI ,2013,390000,1248,23.4
TOYOTA ,2015,450000,1364,23.59
TOYOTA ,2016,1630000,2755,11.36
MARUTI ,2017,725000,1248,24.3
TATA,2013,466000,2179,14
FORD,2017,370000,1196,18.16
MARUTI ,2007,150000,1061,18.2
MARUTI ,2017,483000,998,23.1
HYUNDAI,2016,470000,1197,18.9
MARUTI ,2018,950000,1248,24.3
HYUNDAI,2013,450000,1591,17.01
TOYOTA ,2011,345000,1496,17.6
MARUTI ,2009,300000,998,19
MARUTI ,2007,160000,998,18.2
MARUTI ,2004,120000,796,16.1
TATA,2020,500000,1193,17.57
MAHINDRA ,2018,1350000,2179,16
HYUNDAI,2017,455000,1186,24
HYUNDAI,2013,165000,814,21.1
MARUTI ,2016,470000,1197,20.4
MARUTI ,2016,470000,1197,20.4
JEEP,2019,1520000,1368,16
MARUTI ,2014,229999,998,23.95
MAHINDRA ,2011,250000,2523,15.96
MAHINDRA ,2016,1350000,2179,16
HYUNDAI,2013,220000,1086,17.92
HYUNDAI,2015,360000,1120,24.4
MARUTI ,2018,350000,998,23.95
HYUNDAI,2012,500000,1582,22.32
CHEVROLET ,2013,145000,936,25.44
CHEVROLET ,2014,300000,1199,18.2
HYUNDAI,2009,180000,1495,13.2
MARUTI ,2013,530000,1248,23.4
RENAULT ,2014,620000,1461,19.01
TOYOTA ,2015,360000,1496,16.78
HYUNDAI,2010,245000,1086,17.92
FORD,2003,130000,1597,14.2
MARUTI ,1999,70000,1298,15.9
MARUTI ,1999,70000,1298,15.9
FORD,2014,650000,1498,25.01
MARUTI ,2019,610000,1197,21.21
MARUTI ,2015,300000,998,23.95
HYUNDAI,2014,425000,1120,24
HYUNDAI,2012,450000,1582,22.32
HYUNDAI,2011,450000,1582,22.32
HYUNDAI,2011,340000,1197,16.95
MARUTI ,2013,650000,1248,20.77
TATA,2009,160000,1396,19.09
TATA,2014,250000,1405,19.1
CHEVROLET ,2012,225000,936,25.44
TATA,2007,55000,1396,17.88
MARUTI ,1996,42000,796,16.1
HYUNDAI,2006,282000,1991,12.6
TATA,2007,80000,1405,16.8
MARUTI ,2016,500000,1197,20.85
FORD,2016,500000,1498,25.83
MARUTI ,2011,400000,1248,22.9
MAHINDRA ,2013,550000,2523,15.96
TATA,2007,200000,2179,13.93
HYUNDAI,2012,280000,1197,20.36
MARUTI ,2014,580000,1248,23.4
TATA,2009,100000,1248,18.8
MAHINDRA ,2014,550000,2523,14
MAHINDRA ,2017,700000,1493,18.49
TATA,2010,150000,1368,15
HYUNDAI,2014,190000,814,21.1
MAHINDRA ,2013,500000,2523,15.96
MARUTI ,2017,640000,1248,25.2
SKODA ,2011,340000,1199,20.86
HYUNDAI,2019,811000,1396,22.54
MARUTI ,2016,409999,1248,23.2
MARUTI ,2007,220000,1298,16.1
TATA,2013,170000,1405,17.88
HYUNDAI,2018,700000,1197,18.6
MAHINDRA ,2015,950000,2179,15.4
HYUNDAI,2003,80000,1599,14.4
JAGUAR ,2017,2711000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
MARUTI ,2014,420000,1248,23.4
MARUTI ,2018,899000,1248,25.1
DATSUN ,2019,459999,1198,19.83
HYUNDAI,2008,150000,1493,18.1
RENAULT ,2017,350000,999,23.01
TOYOTA ,2015,509999,1364,23.59
MAHINDRA ,2013,500000,2523,15.96
TATA,2017,370000,1193,17.57
MARUTI ,2013,240000,998,20.92
HYUNDAI,2015,530000,1396,22.54
MAHINDRA ,2015,1000000,2179,15.4
TOYOTA ,2018,1600000,2393,13.68
HYUNDAI,2014,350000,1197,20.36
MAHINDRA ,2015,1100000,2179,16
HYUNDAI,2011,220000,1197,18.5
HYUNDAI,2015,350000,1197,18.9
MARUTI ,2013,370000,1248,22.9
MARUTI ,2014,220000,1298,17.5
CHEVROLET ,2013,200000,1248,22.1
MAHINDRA ,2017,400000,1198,25.32
FIAT,2009,150000,1368,14.6
TOYOTA ,2020,1500000,2694,10.75
MARUTI ,2011,130000,796,14
MARUTI ,2013,185000,796,22.74
HYUNDAI,2010,110000,1086,0
MAHINDRA ,2012,450000,2523,15.96
HYUNDAI,2018,500000,1197,18.9
FORD,2017,570000,1497,17
MAHINDRA ,2013,650000,2179,15.1
TOYOTA ,2012,1680000,2982,11.5
DATSUN ,2018,250000,799,22.7
HYUNDAI,2014,320000,1197,20.36
MARUTI ,2017,440000,998,20.51
HYUNDAI,2013,315000,1197,18.5
TATA,2010,202999,1248,18.8
HYUNDAI,2012,179000,814,21.1
HYUNDAI,2008,140000,1197,20.36
MARUTI ,2008,150000,1061,18.2
MAHINDRA ,2011,440000,2523,13.6
FORD,2011,250000,1399,20
MARUTI ,2014,330000,998,20.51
FORD,2010,250000,1196,15.6
HYUNDAI,2012,335000,1197,18.5
MAHINDRA ,2016,1025000,2179,16
HYUNDAI,2012,320000,1197,18.5
MARUTI ,2015,550000,1373,20.73
HONDA ,2018,800000,1498,25.5
TATA,2017,380000,1199,23.84
RENAULT ,2013,400000,1461,20.46
MARUTI ,2016,375000,998,20.51
HONDA ,2017,1100000,1497,18
HYUNDAI,2018,650000,1197,18.6
NISSAN ,2014,361000,1198,19.34
HYUNDAI,2012,140000,814,21.1
HYUNDAI,2019,550000,1197,20.14
HONDA ,2019,670000,1199,19.5
MARUTI ,2017,880000,1248,24.3
FORD,2018,950000,1498,23
CHEVROLET ,2010,300000,1991,18.3
HONDA ,2017,1150000,1497,18
CHEVROLET ,2015,450000,1998,14.81
MARUTI ,2016,600000,1373,17.5
TOYOTA ,2008,700000,2494,12.8
HYUNDAI,2018,600000,1186,25.4
MAHINDRA ,2014,630000,2179,14.02
MARUTI ,2016,590000,1373,20.73
HYUNDAI,2019,420000,1086,20.3
MITSUBISHI,2016,1950000,2477,13.5
TATA,2013,541000,2179,13.93
TOYOTA ,2015,900000,2494,12.99
TOYOTA ,2015,900000,2494,12.99
TATA,2009,250000,1248,18.8
MAHINDRA ,2019,670000,2523,15.96
TATA,2019,530000,1199,20.3
CHEVROLET ,2012,150000,936,25.44
MAHINDRA ,2013,550000,2179,15.1
MAHINDRA ,2015,650000,1997,15.4
TATA,2012,180000,1405,19.4
MAHINDRA ,2015,585000,2498,16.55
HYUNDAI,2013,345000,1197,18.5
MARUTI ,2013,350000,1248,22.9
HONDA ,2016,725000,1497,15.4
TATA,2012,250000,1405,15.42
MARUTI ,2002,45000,796,16.1
TOYOTA ,2007,409999,2494,12.8
RENAULT ,2017,325000,999,23.01
MARUTI ,2016,350000,998,23.95
MARUTI ,2012,180000,796,19.7
FIAT,2010,150000,1368,16
MARUTI ,2020,700000,1197,23.26
MARUTI ,2016,795000,1248,28.09
MAHINDRA ,2019,950000,2498,16.55
VOLKSWAGEN,2018,885000,1498,21.5
MARUTI ,2011,160000,1248,21.1
HYUNDAI,2012,300000,1396,23
VOLKSWAGEN,2018,950000,1498,21.5
MARUTI ,2015,549000,1248,20.77
AUDI,2018,3000000,1968,20.38
TOYOTA ,2015,1200000,2494,12.99
RENAULT ,2012,570000,1461,21.8
MAHINDRA ,2017,800000,2498,16.55
HYUNDAI,2009,375000,1493,18.1
MAHINDRA ,2009,300000,2523,13.6
TOYOTA ,2013,350000,1496,16.78
MAHINDRA ,2011,400000,2523,13.6
VOLKSWAGEN,2015,434999,1498,20.14
MARUTI ,2015,260000,796,22.74
MARUTI ,2013,450000,1248,22.9
HYUNDAI,2013,459999,1582,22.32
MARUTI ,2011,210000,1248,21.1
MARUTI ,2015,540000,1197,20.85
MARUTI ,2017,710000,1248,24.52
MARUTI ,2018,285000,796,24.7
HYUNDAI,2019,990000,1396,22.1
TATA,2017,362000,1193,15.64
FORD,2017,880000,1498,23
MAHINDRA ,2017,700000,1493,18.49
MAHINDRA ,2016,600000,2523,15.96
NISSAN ,2015,700000,1598,13.24
TATA,2016,400000,1047,27.28
TOYOTA ,2007,350000,2494,12.8
MARUTI ,2014,425000,1373,16.02
HYUNDAI,2012,180000,1086,17.92
MARUTI ,2012,170000,998,20.92
MAHINDRA ,2014,370000,2523,15.96
MARUTI ,2018,800000,1248,24.3
FORD,2017,900000,1498,23
MARUTI ,2013,390000,1248,22.9
MARUTI ,2014,445000,1248,23.4
MARUTI ,2014,459999,1248,23.4
MARUTI ,2009,200000,1248,21.1
MARUTI ,2012,350000,1197,17.5
TATA,2007,95000,2092,12
TOYOTA ,2014,550000,1364,23.59
CHEVROLET ,2016,900000,2499,13.58
TATA,2013,350000,2956,15.3
NISSAN ,2015,325000,1198,19.34
HYUNDAI,2014,455999,1197,18.9
MARUTI ,2008,129000,796,19.7
MARUTI ,2017,254000,796,24.7
FORD,2014,570000,1498,21.7
NISSAN ,2018,840000,1461,19.87
TATA,2010,235000,2179,13.93
MAHINDRA ,2016,700000,1493,18.49
HYUNDAI,2018,528000,1197,18.9
JEEP,2017,1500000,1956,17.1
MAHINDRA ,2016,560000,2523,15.96
MAHINDRA ,2016,600000,2523,15.96
CHEVROLET ,2007,102000,1150,15.26
MAHINDRA ,2014,750000,2179,15.1
CHEVROLET ,2010,148000,1150,14.7
MARUTI ,2015,650000,1197,21.4
VOLKSWAGEN,2012,310000,1198,16.47
HYUNDAI,2014,480000,1197,19.1
MARUTI ,2018,320000,796,24.7
